id,address,flow,year,funktion_3_title,funktion_3_address,einzelplan_1_title,gruppe_2_address,gruppe_3_address,gruppe_2_title,gruppe_1_address,einzelplan_1_address,funktion_2_title,account,name,title,gruppe_1_title,einzelplan_2_address,value,funktion_1_title,funktion_2_address,gruppe_3_title,einzelplan_2_title,funktion_1_address,flexible
12668,101381201,ausgaben,2014,Forschung und experimentelle Entwicklung,165,Bundesministerium für Ernährung und Landwirtschaft,81,812,Erwerb von beweglichen Sachen,8,10,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,1013 812 01 - 165,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1013,1203,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Erwerb von Geräten und sonstigen beweglichen Sachen,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",1,1
12669,120851121,ausgaben,2014,Wasserstraßen und Häfen,731,Bundesministerium für Verkehr und digitale Infrastruktur,51,511,Sächliche Verwaltungsausgaben (Obergruppe 51),5,12,"Wasserstraßen und Häfen, Förderung der Schifffahrt",funktion,1208 511 21 - 731,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1208,12,Verkehrs- und Nachrichtenwesen,73,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundesamt für Seeschifffahrt und Hydrographie,7,0
12670,101381202,ausgaben,2014,Forschung und experimentelle Entwicklung,165,Bundesministerium für Ernährung und Landwirtschaft,81,812,Erwerb von beweglichen Sachen,8,10,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,1013 812 02 - 165,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1013,546,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Erwerb von Geräten und sonstigen beweglichen Sachen,"Julius Kühn-Institut, Bundesforschungsinstitut für Kulturpflanzen",1,1
12671,101581101,ausgaben,2014,Forschung und experimentelle Entwicklung,165,Bundesministerium für Ernährung und Landwirtschaft,81,811,Erwerb von beweglichen Sachen,8,10,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,1015 811 01 - 165,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1015,94,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Erwerb von Fahrzeugen,"Max Rubner-Institut, Bundesforschungsinstitut für Ernährung und Lebensmittel",1,1
12672,320554102,ausgaben,2014,"Schulden-, Vermögens- und sonstige Finanzverwaltung",062,Bundesschuld,54,541,Sächliche Verwaltungsausgaben (Obergruppe 54),5,32,Finanzverwaltung,funktion,3205 541 02 - 062,Zahlungen an die Bundesrepublik Deutschland - Finanzagentur GmbH -,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",3205,31000,Allgemeine Dienste,06,Sonstiges,Verzinsung,0,0
12673,320554101,ausgaben,2014,Schulden,830,Bundesschuld,54,541,Sächliche Verwaltungsausgaben (Obergruppe 54),5,32,Schulden,funktion,3205 541 01 - 830,Ausgaben aus Anlass der Beschaffung von Mitteln im Wege des Kredits,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",3205,3090,Finanzwirtschaft,83,Sonstiges,Verzinsung,8,0
12674,081144101,ausgaben,2014,"Beihilfen, Unterstützungen u.ä.",840,Bundesministerium der Finanzen,44,441,"Beihilfen, Unterstützungen und dgl.",4,08,"Beihilfen, Unterstützungen u.ä.",funktion,0811 441 01 - 840,Beihilfen aufgrund der Beihilfevorschriften,Personalausgaben,0811,87000,Finanzwirtschaft,84,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl.",Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,8,1
12675,061552501,ausgaben,2014,Innere Verwaltung,012,Bundesministerium des Innern,52,525,Sächliche Verwaltungsausgaben (Obergruppe 52),5,06,Politische Führung und zentrale Verwaltung,funktion,0615 525 01 - 012,Aus- und Fortbildung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0615,1075,Allgemeine Dienste,01,Aus- und Fortbildung,Bundesverwaltungsamt,0,1
12676,300489470,ausgaben,2014,Gemeinsame Forschungsförderung von Bund und Ländern (ohne Deutsche Forschungsgemeinschaft),164,Bundesministerium für Bildung und Forschung,89,894,Zuschüsse für Investitionen an sonstige Bereiche,8,30,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,3004 894 70 - 164,HGF-Zentren - Investitionen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,3004,403714,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Zuschüsse für Investitionen an öffentliche Einrichtungen,"Forschung für Innovationen, Hightech-Strategie",1,0
12677,062352701,ausgaben,2014,Öffentliche Ordnung,043,Bundesministerium des Innern,52,527,Sächliche Verwaltungsausgaben (Obergruppe 52),5,06,Öffentliche Sicherheit und Ordnung,funktion,0623 527 01 - 043,Dienstreisen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0623,1243,Allgemeine Dienste,04,Dienstreisen,Bundesamt für Sicherheit in der Informationstechnik,0,1
12678,091253203,ausgaben,2014,Politische Führung,011,Bundesministerium für Wirtschaft und Energie,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,09,Politische Führung und zentrale Verwaltung,funktion,0912 532 03 - 011,Sonstige Dienstleistungsaufträge an Dritte,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0912,580,Allgemeine Dienste,01,Sonstiges,Bundesministerium,0,1
12679,091253201,ausgaben,2014,Politische Führung,011,Bundesministerium für Wirtschaft und Energie,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,09,Politische Führung und zentrale Verwaltung,funktion,0912 532 01 - 011,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0912,1264,Allgemeine Dienste,01,Sonstiges,Bundesministerium,0,1
12680,040851701,ausgaben,2014,"Wissenschaftliche Bibliotheken, Archive, Fachinformationszentren",162,Bundeskanzlerin und Bundeskanzleramt,51,517,Sächliche Verwaltungsausgaben (Obergruppe 51),5,04,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0408 517 01 - 162,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0408,4082,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Der Bundesbeauftragte für die Unterlagen des Staatssicherheitsdienstes der ehemaligen DDR,1,1
12681,150453255,ausgaben,2014,Gesundheitsschutz,314,Bundesministerium für Gesundheit,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,15,Gesundheitswesen,funktion,1504 532 55 - 314,Ausgaben für Aufträge und Dienstleistungen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1504,39,"Gesundheit, Umwelt, Sport und Erholung",31,Sonstiges,Bundeszentrale für gesundheitliche Aufklärung,3,1
12682,063445301,ausgaben,2014,Öffentliche Hochschulen und Berufsakademien,133,Bundesministerium des Innern,45,453,Sonstige personalbezogene Ausgaben,4,06,Hochschulen,funktion,0634 453 01 - 133,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,0634,455,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",13,"Trennungsgeld, Umzugskostenvergütungen",Fachhochschule des Bundes für öffentliche Verwaltung,1,1
12683,101811101,einnahmen,2014,Verwaltung für Ernährung und Landwirtschaft,511,Bundesministerium für Ernährung und Landwirtschaft,11,111,Verwaltungseinnahmen,1,10,"Verwaltung für Ernährung, Landwirtschaft und Forsten (ohne Betriebsverwaltung)",funktion,1018 111 01 - 511,"Gebühren, sonstige Entgelte","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",1018,9800,"Ernährung, Landwirtschaft und Forsten",51,"Gebühren, sonstige Entgelte",Bundessortenamt,5,0
12684,121451801,ausgaben,2014,Wetterdienst,046,Bundesministerium für Verkehr und digitale Infrastruktur,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,12,Öffentliche Sicherheit und Ordnung,funktion,1214 518 01 - 046,Mieten und Pachten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1214,3469,Allgemeine Dienste,04,Mieten und Pachten,Deutscher Wetterdienst,0,1
12685,171554501,ausgaben,2014,Politische Führung,011,"Bundesministerium für Familie, Senioren, Frauen und Jugend",54,545,Sächliche Verwaltungsausgaben (Obergruppe 54),5,17,Politische Führung und zentrale Verwaltung,funktion,1715 545 01 - 011,"Konferenzen, Tagungen, Messen und Ausstellungen","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1715,220,Allgemeine Dienste,01,Sonstiges,Antidiskriminierungsstelle des Bundes,0,1
12686,121451802,ausgaben,2014,Wetterdienst,046,Bundesministerium für Verkehr und digitale Infrastruktur,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,12,Öffentliche Sicherheit und Ordnung,funktion,1214 518 02 - 046,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1214,693,Allgemeine Dienste,04,Mieten und Pachten,Deutscher Wetterdienst,0,0
12687,081111957,einnahmen,2014,Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger im Bereich der Finanzverwaltung,068,Bundesministerium der Finanzen,11,119,Verwaltungseinnahmen,1,08,Finanzverwaltung,funktion,0811 119 57 - 068,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0811,24500,Allgemeine Dienste,06,Sonstige,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,0
12688,111551901,ausgaben,2014,Gerichte und Staatsanwaltschaften,051,Bundesministerium für Arbeit und Soziales,51,519,Sächliche Verwaltungsausgaben (Obergruppe 51),5,11,Rechtsschutz,funktion,1115 519 01 - 051,Unterhaltung der Grundstücke und baulichen Anlagen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1115,60,Allgemeine Dienste,05,Unterhaltung der Grundstücke und baulichen Anlagen,Bundessozialgericht,0,1
12689,171353201,ausgaben,2014,Zivildienst,015,"Bundesministerium für Familie, Senioren, Frauen und Jugend",53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,17,Politische Führung und zentrale Verwaltung,funktion,1713 532 01 - 015,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1713,1000,Allgemeine Dienste,01,Sonstiges,Bundesamt für Familie und zivilgesellschaftliche Aufgaben,0,1
12690,120854401,ausgaben,2014,Forschung und experimentelle Entwicklung,165,Bundesministerium für Verkehr und digitale Infrastruktur,54,544,Sächliche Verwaltungsausgaben (Obergruppe 54),5,12,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,1208 544 01 - 165,"Forschung, Untersuchungen und Ähnliches","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1208,1089,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Sonstiges,Bundesamt für Seeschifffahrt und Hydrographie,1,1
12691,051163257,ausgaben,2014,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Auswärtiges Amt,63,632,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,05,Politische Führung und zentrale Verwaltung,funktion,0511 632 57 - 018,Erstattungen des Bundes für Versorgungslasten,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0511,0,Allgemeine Dienste,01,Sonstige Zuweisungen an Länder,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,0
12692,121082141,ausgaben,2014,Bundesstraßen,722,Bundesministerium für Verkehr und digitale Infrastruktur,82,821,Erwerb von unbeweglichen Sachen,8,12,Straßen,funktion,1210 821 41 - 722,Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen),Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1210,30000,Verkehrs- und Nachrichtenwesen,72,Grunderwerb,Bundesfernstraßen (ohne Maut),7,0
12693,090426101,einnahmen,2014,Politische Führung,011,Bundesministerium für Wirtschaft und Energie,26,261,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus sonstigen Bereichen,2,09,Politische Führung und zentrale Verwaltung,funktion,0904 261 01 - 011,Erstattung von Verwaltungsausgaben,Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0904,660,Allgemeine Dienste,01,Schuldendiensthilfen und Erstattungen von Verwaltungsausgaben aus dem Inland,Chancen der Globalisierung,0,0
12694,111342801,ausgaben,2014,Arbeitsschutz,313,Bundesministerium für Arbeit und Soziales,42,428,Bezüge und Nebenleistungen,4,11,Gesundheitswesen,funktion,1113 428 01 - 313,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Personalausgaben,1113,22452,"Gesundheit, Umwelt, Sport und Erholung",31,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin,3,1
12695,120371201,ausgaben,2014,Verwaltung für Wasserstraßen und Häfen,712,Bundesministerium für Verkehr und digitale Infrastruktur,71,712,Baumaßnahmen,7,12,Verwaltung des Verkehrs- und Nachrichtenwesens,funktion,1203 712 01 - 712,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen,1203,0,Verkehrs- und Nachrichtenwesen,71,Baumaßnahmen,Wasser- und Schifffahrtsverwaltung des Bundes - Bundeswasserstraßen -,7,1
12696,201163403,ausgaben,2014,Politische Führung,011,Bundesrechnungshof,63,634,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,20,Politische Führung und zentrale Verwaltung,funktion,2011 634 03 - 011,Zuweisungen an den Versorgungsfonds,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,2011,2321,Allgemeine Dienste,01,Sonstige Zuweisungen an Sondervermögen,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,1
12697,061281101,ausgaben,2014,Politische Führung,011,Bundesministerium des Innern,81,811,Erwerb von beweglichen Sachen,8,06,Politische Führung und zentrale Verwaltung,funktion,0612 811 01 - 011,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0612,50,Allgemeine Dienste,01,Erwerb von Fahrzeugen,Bundesministerium,0,1
12698,100468301,ausgaben,2014,Einkommenstabilisierende Maßnahmen,522,Bundesministerium für Ernährung und Landwirtschaft,68,683,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,10,Landwirtschaft und Ernährung,funktion,1004 683 01 - 522,Prozesszinsen in Rechtsstreiten über EU-Marktordnungsausgaben,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,1004,0,"Ernährung, Landwirtschaft und Forsten",52,Zuschüsse für laufende Zwecke an private Unternehmen (soweit nicht unter 662),"Marktordnung, Maßnahmen der Notfallvorsorge",5,0
12699,100468303,ausgaben,2014,Einkommenstabilisierende Maßnahmen,522,Bundesministerium für Ernährung und Landwirtschaft,68,683,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,10,Landwirtschaft und Ernährung,funktion,1004 683 03 - 522,Vergütung für die Aussetzung von Referenzmengen bei Milch,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,1004,0,"Ernährung, Landwirtschaft und Forsten",52,Zuschüsse für laufende Zwecke an private Unternehmen (soweit nicht unter 662),"Marktordnung, Maßnahmen der Notfallvorsorge",5,0
12700,100468302,ausgaben,2014,Einkommenstabilisierende Maßnahmen,522,Bundesministerium für Ernährung und Landwirtschaft,68,683,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,6,10,Landwirtschaft und Ernährung,funktion,1004 683 02 - 522,Vergütung für die Stilllegung von Referenzmengen bei Milch,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,1004,0,"Ernährung, Landwirtschaft und Forsten",52,Zuschüsse für laufende Zwecke an private Unternehmen (soweit nicht unter 662),"Marktordnung, Maßnahmen der Notfallvorsorge",5,0
12701,040681255,ausgaben,2014,"Wissenschaftliche Bibliotheken, Archive, Fachinformationszentren",162,Bundeskanzlerin und Bundeskanzleramt,81,812,Erwerb von beweglichen Sachen,8,04,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0406 812 55 - 162,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0406,1000,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Erwerb von Geräten und sonstigen beweglichen Sachen,Bundesarchiv,1,1
12702,091445201,ausgaben,2014,Forschung und experimentelle Entwicklung,165,Bundesministerium für Wirtschaft und Energie,45,452,Sonstige personalbezogene Ausgaben,4,09,"Wissenschaft, Forschung, Entwicklung außerhalb der Hochschulen (ohne Wehrforschung und wehrtechnische Entwicklung, vgl. Funktion 036)",funktion,0914 452 01 - 165,Erstattungen an die Versorgungsanstalt des Bundes und der Länder,Personalausgaben,0914,1,"Bildungswesen, Wissenschaft, Forschung, kulturelle Angelegenheiten",16,Personalbezogene Zahlungen an die Sozialversicherungsträger (soweit nicht unter Obergruppen 41 bis 44 erfasst),Bundesanstalt für Materialforschung und -prüfung,1,1
12703,122352601,ausgaben,2014,Luftfahrt,750,Bundesministerium für Verkehr und digitale Infrastruktur,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,Luftfahrt,funktion,1223 526 01 - 750,Gerichts- und ähnliche Kosten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1223,300,Verkehrs- und Nachrichtenwesen,75,"Sachverständige, Gerichts- und ähnliche Kosten",Bundesaufsichtsamt für Flugsicherung,7,1
12704,122352602,ausgaben,2014,Luftfahrt,750,Bundesministerium für Verkehr und digitale Infrastruktur,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,12,Luftfahrt,funktion,1223 526 02 - 750,Sachverständige,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",1223,500,Verkehrs- und Nachrichtenwesen,75,"Sachverständige, Gerichts- und ähnliche Kosten",Bundesaufsichtsamt für Flugsicherung,7,1
12705,120542709,ausgaben,2014,Sonstige Verkehrs- und Nachrichtenverwaltung,719,Bundesministerium für Verkehr und digitale Infrastruktur,42,427,Bezüge und Nebenleistungen,4,12,Verwaltung des Verkehrs- und Nachrichtenwesens,funktion,1205 427 09 - 719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,1205,1648,Verkehrs- und Nachrichtenwesen,71,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Bundesamt für Güterverkehr,7,1
12706,151181221,ausgaben,2014,Gesundheitsschutz,314,Bundesministerium für Gesundheit,81,812,Erwerb von beweglichen Sachen,8,15,Gesundheitswesen,funktion,1511 812 21 - 314,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,1511,0,"Gesundheit, Umwelt, Sport und Erholung",31,Erwerb von Geräten und sonstigen beweglichen Sachen,Robert Koch-Institut,3,0
