flow,year,funktion_3_title,funktion_3_address,einzelplan_1_title,gruppe_2_address,gruppe_3_address,gruppe_2_title,gruppe_1_address,einzelplan_1_address,funktion_2_title,name,title,gruppe_1_title,einzelplan_2_address,funktion_1_title,funktion_2_address,gruppe_3_title,einzelplan_2_title,funktion_1_address,flexible,amount
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0103 532 04 - 011,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,1500000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0103 532 55 - 011,Ausgaben für Aufträge und Dienstleistungen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,82000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,539,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0103 539 99 - 011,Vermischte Verwaltungsausgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,25000
ausgaben,2013,Informationswesen,013,Bundespräsident und Bundespräsidialamt,54,542,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0103 542 01 - 013,Öffentlichkeitsarbeit,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,nicht-flexibel,268000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,54,545,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0103 545 01 - 011,"Konferenzen, Tagungen, Messen und Ausstellungen","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,900000
ausgaben,2013,Innere Verwaltung,012,Bundespräsident und Bundespräsidialamt,54,546,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0103 546 88 - 012,Förderung des Vorschlagwesens,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,0
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,54,547,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0103 547 09 - 011,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0103,Allgemeine Dienste,01,Nicht aufteilbare sächliche Verwaltungsausgaben,Bundespräsidialamt,0,nicht-flexibel,0
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,63,634,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,01,Politische Führung und zentrale Verwaltung,0103 634 03 - 011,Zuweisungen an den Versorgungsfonds,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0103,Allgemeine Dienste,01,Sonstige Zuweisungen an Sondervermögen,Bundespräsidialamt,0,flexibel,194000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,71,711,Baumaßnahmen,7,01,Politische Führung und zentrale Verwaltung,0103 711 01 - 011,"Kleine Neu- , Um- und Erweiterungsbauten",Baumaßnahmen,0103,Allgemeine Dienste,01,Baumaßnahmen,Bundespräsidialamt,0,flexibel,600000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,71,712,Baumaßnahmen,7,01,Politische Führung und zentrale Verwaltung,0103 712 01 - 011,Baumaßnahmen von mehr als 1 000 000 € im Einzelfall,Baumaßnahmen,0103,Allgemeine Dienste,01,Baumaßnahmen,Bundespräsidialamt,0,flexibel,0
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,81,811,Erwerb von beweglichen Sachen,8,01,Politische Führung und zentrale Verwaltung,0103 811 01 - 011,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0103,Allgemeine Dienste,01,Erwerb von Fahrzeugen,Bundespräsidialamt,0,flexibel,0
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,81,812,Erwerb von beweglichen Sachen,8,01,Politische Führung und zentrale Verwaltung,0103 812 01 - 011,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke und für die Repräsentationsräume und Amtswohnungen",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0103,Allgemeine Dienste,01,Erwerb von Geräten und sonstigen beweglichen Sachen,Bundespräsidialamt,0,flexibel,250000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,81,812,Erwerb von beweglichen Sachen,8,01,Politische Führung und zentrale Verwaltung,0103 812 55 - 011,"Erwerb von Datenverarbeitungsanlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen, Software",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0103,Allgemeine Dienste,01,Erwerb von Geräten und sonstigen beweglichen Sachen,Bundespräsidialamt,0,flexibel,257000
ausgaben,2013,Globalposten,880,Bundespräsident und Bundespräsidialamt,97,972,Globale Mehr- und Minderausgaben,9,01,Globalposten,0103 972 01 - 880,Globale Minderausgabe für Einsparungen im flexibilisierten Bereich der Hgr. 4 und Ogr. 51-54 in den Kapiteln 01 u. 03,Besondere Finanzierungsausgaben,0103,Finanzwirtschaft,88,Globale Minderausgaben,Bundespräsidialamt,8,flexibel,-336000
einnahmen,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,11,119,Verwaltungseinnahmen,1,01,Politische Führung und zentrale Verwaltung,0104 119 99 - 011,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0104,Allgemeine Dienste,01,Sonstige,Büro der Gemeinsamen Wissenschaftskonferenz,0,nicht-flexibel,0
einnahmen,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,13,132,"Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",1,01,Politische Führung und zentrale Verwaltung,0104 132 01 - 011,Erlöse aus der Veräußerung von beweglichen Sachen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0104,Allgemeine Dienste,01,Erlöse aus der Veräußerung von beweglichen Sachen,Büro der Gemeinsamen Wissenschaftskonferenz,0,nicht-flexibel,0
einnahmen,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,28,282,Sonstige Zuschüsse aus sonstigen Bereichen,2,01,Politische Führung und zentrale Verwaltung,0104 282 09 - 011,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0104,Allgemeine Dienste,01,Sonstige Zuschüsse aus dem Inland,Büro der Gemeinsamen Wissenschaftskonferenz,0,nicht-flexibel,0
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,422,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0104 422 01 - 011,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Personalausgaben,0104,Allgemeine Dienste,01,Bezüge und Nebenleistungen der Beamten und Richter,Büro der Gemeinsamen Wissenschaftskonferenz,0,flexibel,508000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,427,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0104 427 09 - 011,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,0104,Allgemeine Dienste,01,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Büro der Gemeinsamen Wissenschaftskonferenz,0,flexibel,15000
ausgaben,2013,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,428,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0104 428 01 - 011,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Personalausgaben,0104,Allgemeine Dienste,01,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Büro der Gemeinsamen Wissenschaftskonferenz,0,flexibel,721000
ausgaben,2013,"Beihilfen, Unterstützungen u.ä.",840,Bundespräsident und Bundespräsidialamt,44,441,"Beihilfen, Unterstützungen und dgl.",4,01,"Beihilfen, Unterstützungen u.ä.",0104 441 01 - 840,Beihilfen aufgrund der Beihilfevorschriften,Personalausgaben,0104,Finanzwirtschaft,84,"Beihilfen, soweit nicht für Versorgungsempfänger und dgl.",Büro der Gemeinsamen Wissenschaftskonferenz,8,flexibel,21000
ausgaben,2013,"Beihilfen, Unterstützungen u.ä.",840,Bundespräsident und Bundespräsidialamt,44,443,"Beihilfen, Unterstützungen und dgl.",4,01,"Beihilfen, Unterstützungen u.ä.",0104 443 01 - 840,Fürsorgeleistungen und Unterstützungen,Personalausgaben,0104,Finanzwirtschaft,84,Fürsorgeleistungen und Unterstützungen,Büro der Gemeinsamen Wissenschaftskonferenz,8,flexibel,0
ausgaben,2013,Arbeitsschutz,313,Bundespräsident und Bundespräsidialamt,44,443,"Beihilfen, Unterstützungen und dgl.",4,01,Gesundheitswesen,0104 443 02 - 313,"Inanspruchnahme überbetrieblicher betriebsärztlicher und sicherheitstechnischer Dienste, von Betriebsärztinnen und Betriebsärzten sowie Fachkräften für Arbeitssicherheit",Personalausgaben,0104,"Gesundheit, Umwelt, Sport und Erholung",31,Fürsorgeleistungen und Unterstützungen,Büro der Gemeinsamen Wissenschaftskonferenz,3,flexibel,1000
ausgaben,2013,Unfallversicherung,223,Bundespräsident und Bundespräsidialamt,45,452,Sonstige personalbezogene Ausgaben,4,01,Sozialversicherung einschl. Arbeitslosenversicherung,0104 452 02 - 223,Unfallkasse des Bundes,Personalausgaben,0104,"Soziale Sicherung, Familie und Jugend, Arbeitsmarktpolitik",22,Personalbezogene Zahlungen an die Sozialversicherungsträger (soweit nicht unter Obergruppen 41 bis 44 erfasst),Büro der Gemeinsamen Wissenschaftskonferenz,2,flexibel,2000
