flow,year,funktion_3_title,funktion_3_address,einzelplan_1_title,gruppe_2_address,gruppe_3_address,gruppe_2_title,gruppe_1_address,einzelplan_1_address,funktion_2_title,name,title,gruppe_1_title,einzelplan_2_address,funktion_1_title,funktion_2_address,gruppe_3_title,einzelplan_2_title,funktion_1_address,flexible,amount
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,01,Politische Führung und zentrale Verwaltung,0111 526 01 - 011,Gerichts- und ähnliche Kosten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0111,Allgemeine Dienste,01,"Sachverständige, Gerichts- und ähnliche Kosten",Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,flexibel,7000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,01,Politische Führung und zentrale Verwaltung,0111 526 02 - 011,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0111,Allgemeine Dienste,01,"Sachverständige, Gerichts- und ähnliche Kosten",Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,flexibel,100000
ausgaben,2015,Informationswesen,013,Bundespräsident und Bundespräsidialamt,54,542,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0111 542 01 - 013,Öffentlichkeitsarbeit,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0111,Allgemeine Dienste,01,Sonstiges,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,nicht-flexibel,268000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,54,545,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0111 545 01 - 011,"Konferenzen, Tagungen, Messen und Ausstellungen","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0111,Allgemeine Dienste,01,Sonstiges,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,flexibel,900000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,54,547,Sächliche Verwaltungsausgaben (Obergruppe 54),5,01,Politische Führung und zentrale Verwaltung,0111 547 09 - 011,"Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0111,Allgemeine Dienste,01,Nicht aufteilbare sächliche Verwaltungsausgaben,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,nicht-flexibel,0
ausgaben,2015,"Versorgung einschließlich Beihilfen für Versorgungsempfängerinnen und Versorgungsempfänger, soweit nicht unter Funktionen 038, 039, 048, 058, 068, 118 und 138",018,Bundespräsident und Bundespräsidialamt,63,632,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,01,Politische Führung und zentrale Verwaltung,0111 632 57 - 018,Erstattungen des Bundes für Versorgungslasten,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0111,Allgemeine Dienste,01,Sonstige Zuweisungen an Länder,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,nicht-flexibel,0
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,63,634,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,6,01,Politische Führung und zentrale Verwaltung,0111 634 03 - 011,Zuweisungen an den Versorgungsfonds,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,0111,Allgemeine Dienste,01,Sonstige Zuweisungen an Sondervermögen,Zentral veranschlagte Verwaltungseinnahmen und -ausgaben,0,flexibel,236000
einnahmen,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,11,119,Verwaltungseinnahmen,1,01,Politische Führung und zentrale Verwaltung,0112 119 99 - 011,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0112,Allgemeine Dienste,01,Sonstige,Bundespräsidialamt,0,nicht-flexibel,2000
einnahmen,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,12,124,Einnahmen aus wirtschaftlicher Tätigkeit und aus Vermögen (ohne Zinsen),1,01,Politische Führung und zentrale Verwaltung,0112 124 01 - 011,"Einnahmen aus Vermietung, Verpachtung und Nutzung","Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0112,Allgemeine Dienste,01,Mieten und Pachten,Bundespräsidialamt,0,nicht-flexibel,0
einnahmen,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,13,132,"Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",1,01,Politische Führung und zentrale Verwaltung,0112 132 01 - 011,Erlöse aus der Veräußerung von beweglichen Sachen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0112,Allgemeine Dienste,01,Erlöse aus der Veräußerung von beweglichen Sachen,Bundespräsidialamt,0,nicht-flexibel,1000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,422,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0112 422 01 - 011,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,Personalausgaben,0112,Allgemeine Dienste,01,Bezüge und Nebenleistungen der Beamten und Richter,Bundespräsidialamt,0,flexibel,5362000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,422,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0112 422 02 - 011,Bezüge und Nebenleistungen der beamteten Hilfskräfte,Personalausgaben,0112,Allgemeine Dienste,01,Bezüge und Nebenleistungen der Beamten und Richter,Bundespräsidialamt,0,flexibel,0
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,427,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0112 427 09 - 011,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",Personalausgaben,0112,Allgemeine Dienste,01,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",Bundespräsidialamt,0,flexibel,402000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,42,428,Bezüge und Nebenleistungen,4,01,Politische Führung und zentrale Verwaltung,0112 428 01 - 011,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Personalausgaben,0112,Allgemeine Dienste,01,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,Bundespräsidialamt,0,flexibel,6436000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,45,453,Sonstige personalbezogene Ausgaben,4,01,Politische Führung und zentrale Verwaltung,0112 453 01 - 011,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",Personalausgaben,0112,Allgemeine Dienste,01,"Trennungsgeld, Umzugskostenvergütungen",Bundespräsidialamt,0,flexibel,50000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,51,511,Sächliche Verwaltungsausgaben (Obergruppe 51),5,01,Politische Führung und zentrale Verwaltung,0112 511 01 - 011,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",Bundespräsidialamt,0,flexibel,1081000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,51,514,Sächliche Verwaltungsausgaben (Obergruppe 51),5,01,Politische Führung und zentrale Verwaltung,0112 514 01 - 011,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",Bundespräsidialamt,0,flexibel,150000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,51,517,Sächliche Verwaltungsausgaben (Obergruppe 51),5,01,Politische Führung und zentrale Verwaltung,0112 517 01 - 011,"Bewirtschaftung der Grundstücke, Gebäude und Räume","Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,"Bewirtschaftung der Grundstücke, Gebäude und Räume",Bundespräsidialamt,0,flexibel,2172000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,51,518,Sächliche Verwaltungsausgaben (Obergruppe 51),5,01,Politische Führung und zentrale Verwaltung,0112 518 01 - 011,Mieten und Pachten,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Mieten und Pachten,Bundespräsidialamt,0,flexibel,325000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,51,519,Sächliche Verwaltungsausgaben (Obergruppe 51),5,01,Politische Führung und zentrale Verwaltung,0112 519 01 - 011,Unterhaltung der Grundstücke und baulichen Anlagen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Unterhaltung der Grundstücke und baulichen Anlagen,Bundespräsidialamt,0,flexibel,930000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,52,525,Sächliche Verwaltungsausgaben (Obergruppe 52),5,01,Politische Führung und zentrale Verwaltung,0112 525 01 - 011,Aus- und Fortbildung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Aus- und Fortbildung,Bundespräsidialamt,0,flexibel,50000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,52,526,Sächliche Verwaltungsausgaben (Obergruppe 52),5,01,Politische Führung und zentrale Verwaltung,0112 526 04 - 011,Kosten der Kommission unabhängiger Sachverständiger gemäß § 18 Abs. 6 Parteiengesetz,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,"Sachverständige, Gerichts- und ähnliche Kosten",Bundespräsidialamt,0,flexibel,0
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,52,527,Sächliche Verwaltungsausgaben (Obergruppe 52),5,01,Politische Führung und zentrale Verwaltung,0112 527 01 - 011,Dienstreisen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Dienstreisen,Bundespräsidialamt,0,flexibel,190000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0112 532 01 - 011,Aufträge und Dienstleistungen im Bereich Informationstechnik,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,85000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0112 532 04 - 011,Kosten aus Anlass von Staatsbesuchen und Reisen des Bundespräsidenten im Ausland,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,1250000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,532,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0112 532 05 - 011,Kosten für Orden und Ehrenzeichen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,85000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,53,539,Sächliche Verwaltungsausgaben (Obergruppe 53),5,01,Politische Führung und zentrale Verwaltung,0112 539 99 - 011,Vermischte Verwaltungsausgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",0112,Allgemeine Dienste,01,Sonstiges,Bundespräsidialamt,0,flexibel,115000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,71,711,Baumaßnahmen,7,01,Politische Führung und zentrale Verwaltung,0112 711 01 - 011,"Kleine Neu-﻿, Um- und Erweiterungsbauten",Baumaßnahmen,0112,Allgemeine Dienste,01,Baumaßnahmen,Bundespräsidialamt,0,flexibel,760000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,71,712,Baumaßnahmen,7,01,Politische Führung und zentrale Verwaltung,0112 712 01 - 011,Baumaßnahmen von mehr als 2 000 000 € im Einzelfall,Baumaßnahmen,0112,Allgemeine Dienste,01,Baumaßnahmen,Bundespräsidialamt,0,flexibel,0
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,81,811,Erwerb von beweglichen Sachen,8,01,Politische Führung und zentrale Verwaltung,0112 811 01 - 011,Erwerb von Fahrzeugen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0112,Allgemeine Dienste,01,Erwerb von Fahrzeugen,Bundespräsidialamt,0,flexibel,0
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,81,812,Erwerb von beweglichen Sachen,8,01,Politische Führung und zentrale Verwaltung,0112 812 01 - 011,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0112,Allgemeine Dienste,01,Erwerb von Geräten und sonstigen beweglichen Sachen,Bundespräsidialamt,0,flexibel,290000
ausgaben,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,81,812,Erwerb von beweglichen Sachen,8,01,Politische Führung und zentrale Verwaltung,0112 812 02 - 011,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,0112,Allgemeine Dienste,01,Erwerb von Geräten und sonstigen beweglichen Sachen,Bundespräsidialamt,0,flexibel,287000
ausgaben,2015,Globalposten,880,Bundespräsident und Bundespräsidialamt,97,972,Globale Mehr- und Minderausgaben,9,01,Globalposten,0112 972 01 - 880,Globale Minderausgabe für Einsparungen im flexibilisierten Bereich der Hgr. 4 und Ogr. 51-54 in den Kapiteln 01 u. 12,Besondere Finanzierungsausgaben,0112,Finanzwirtschaft,88,Globale Minderausgaben,Bundespräsidialamt,8,flexibel,0
einnahmen,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,11,119,Verwaltungseinnahmen,1,01,Politische Führung und zentrale Verwaltung,0113 119 99 - 011,Vermischte Einnahmen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0113,Allgemeine Dienste,01,Sonstige,Büro der Gemeinsamen Wissenschaftskonferenz,0,nicht-flexibel,0
einnahmen,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,13,132,"Erlöse aus der Veräußerung von Gegenständen, Kapitalrückzahlungen",1,01,Politische Führung und zentrale Verwaltung,0113 132 01 - 011,Erlöse aus der Veräußerung von beweglichen Sachen,"Verwaltungseinnahmen, Einnahmen aus Schuldendienst und dgl.",0113,Allgemeine Dienste,01,Erlöse aus der Veräußerung von beweglichen Sachen,Büro der Gemeinsamen Wissenschaftskonferenz,0,nicht-flexibel,0
einnahmen,2015,Politische Führung,011,Bundespräsident und Bundespräsidialamt,28,282,Sonstige Zuschüsse aus sonstigen Bereichen,2,01,Politische Führung und zentrale Verwaltung,0113 282 09 - 011,"Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen",Einnahmen aus Zuweisungen und Zuschüssen mit Ausnahme für Investitionen,0113,Allgemeine Dienste,01,Sonstige Zuschüsse aus dem Inland,Büro der Gemeinsamen Wissenschaftskonferenz,0,nicht-flexibel,0
